"Reference","Taxon","Ecological_metric","Study_year","Time_restored","RR"
"Raman_2001","Birds","Similarity",1994,100,"0.017699577"
"Raman_2001","Birds","Similarity",1994,25,"-0.036367644"
"Raman_2001","Birds","Similarity",1994,10,"-0.082383881"
"Raman_2001","Birds","Similarity",1994,3,"-0.114758278"
"Raman_2001","Birds","Similarity",1994,100,"-0.158689952"
"Raman_2001","Birds","Similarity",1994,25,"-0.197655921"
"Raman_2001","Birds","Similarity",1994,100,"-0.042559614"
"Raman_2001","Birds","Similarity",1994,25,"-0.087011377"
"Raman_2001","Birds","Similarity",1994,10,"-0.262364264"
"Raman_2001","Birds","Similarity",1994,3,"-0.762827101"
"Raman_2001","Birds","Similarity",1994,10,"-1.312963088"
"Raman_2001","Birds","Similarity",1994,3,"-2.182389511"
"Roth_et_al_1994","Invertebrates","Richness",1991,24,"-0.096992266"
"Roth_et_al_1994","Invertebrates","Richness",1991,24,"-0.096992266"
"Roth_et_al_1994","Invertebrates","Richness",1991,24,"-0.047373258"
"Roth_et_al_1994","Invertebrates","Richness",1991,24,"-0.047373258"
"Roth_et_al_1994","Plant","Similarity",1991,24,"-0.086012875"
"Roth_et_al_1994","Plant","Similarity",1991,24,"-0.086012875"
"Roth_et_al_1994","Plant","Similarity",1991,24,"-0.197825743"
"Roth_et_al_1994","Plant","Similarity",1991,24,"-0.197825743"
"Scheffler_2005","Invertebrates","Abundance",1998,2,"-0.030645912"
"Scheffler_2005","Invertebrates","Abundance",1998,6,"-0.640245522"
"Scheffler_2005","Invertebrates","Diversity",1998,6,"0.340437218"
"Scheffler_2005","Invertebrates","Diversity",1998,6,"-0.086668383"
"Scheffler_2005","Invertebrates","Richness",1998,6,"-0.209720531"
"Sorensen_&_Fedigan_2000","Mammals","Abundance",1996,140,"-0.530027831"
"Sorensen_&_Fedigan_2000","Mammals","Abundance",1996,100,"-0.687159139"
"Sorensen_&_Fedigan_2000","Mammals","Abundance",1996,60,"-0.917793362"
"Sorensen_&_Fedigan_2000","Mammals","Abundance",1996,275,"-2.63008866"
"Sorensen_&_Fedigan_2000","Mammals","Abundance",1996,12,"-14.32533568"
"Sorensen_&_Fedigan_2000","Mammals","Abundance",1996,12,"-9.116029693"
"Sorensen_&_Fedigan_2000","Mammals","Richness",1996,100,0
"Sorensen_&_Fedigan_2000","Mammals","Richness",1996,140,0
"Sorensen_&_Fedigan_2000","Mammals","Richness",1996,60,"-0.405465108"
"Sorensen_&_Fedigan_2000","Mammals","Richness",1996,275,"-0.693147181"
"Sorensen_&_Fedigan_2000","Mammals","Richness",1996,12,"-10.30895266"
"Sorensen_&_Fedigan_2000","Mammals","Similarity",1996,100,0
"Sorensen_&_Fedigan_2000","Mammals","Similarity",1996,140,0
"Sorensen_&_Fedigan_2000","Mammals","Similarity",1996,60,"-0.223143551"
"Sorensen_&_Fedigan_2000","Mammals","Similarity",1996,100,"-0.191706114"
"Sorensen_&_Fedigan_2000","Mammals","Similarity",1996,60,"-0.2238306"
"Sorensen_&_Fedigan_2000","Mammals","Similarity",1996,275,"-0.306166887"
"Sorensen_&_Fedigan_2000","Mammals","Similarity",1996,275,"-0.430782916"
"Sorensen_&_Fedigan_2000","Mammals","Similarity",1996,140,"-0.408216141"
"Sorensen_&_Fedigan_2000","Mammals","Similarity",1996,12,"-9.210340372"
"Wu_et_al_1996","Mammals","Abundance",1988,13,"-0.23450731"
"Wu_et_al_1996","Mammals","Diversity",1988,13,"0.987185334"
"Wu_et_al_1996","Mammals","Richness",1988,13,"0.419853846"
"Yap_et_al_2007","Birds","Richness",2004,30,"-0.117363661"
"Yap_et_al_2007","Birds","Richness",2004,30,"-0.070802827"
"Yap_et_al_2007","Birds","Richness",2004,30,"-0.127217797"
"Yap_et_al_2007","Birds","Richness",2004,30,"-0.074502527"
"Yap_et_al_2007","Plant","Abundance",2004,30,"0.082684239"
